State abbreviation,Grade,Subject,Parent Standard ID,Standard ID,Level,Standard Order,Standard Number,Standard Category,Standard Text,Adopted Year,Corresponding CA CCSS for ELA/Literacy
CA,8,English Language Learners,c1612920-4ea6-41b1-910c-8c493fa7036b,26169576-c882-46e2-98d9-58d0a9e20aef,4,'13303519002002003000,II.B.4.B.,Knowledge of Language,Bridging,2012,
CA,8,English Language Learners,26169576-c882-46e2-98d9-58d0a9e20aef,083aac97-3f11-4987-bbb8-95e4cd8ea52a,5,'13303519002002003001,II.B.4.B.a.,Knowledge of Language,"Expand noun phrases in an increasing variety of ways (e.g., embedding relative or complement clauses) in order to enrich the meaning of sentences and add details about ideas, people, things, etc.",2012,"W.8.5, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,38fcab55-310a-49b4-b611-ee03eaff8740,7e2db8b7-c61f-4136-8343-9e0d2caabf56,3,'13303519002003000000,II.B.5.,Knowledge of Language,Modifying to add details,2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,7e2db8b7-c61f-4136-8343-9e0d2caabf56,cd1996bc-b1bb-48bf-9e01-5d4825f955ca,4,'13303519002003001000,II.B.5.EM.,Knowledge of Language,Emerging,2012,
CA,8,English Language Learners,cd1996bc-b1bb-48bf-9e01-5d4825f955ca,3df96072-750c-49f3-87f7-4f7c188c7128,5,'13303519002003001001,II.B.5.EM.a.,Knowledge of Language,"Expand sentences with simple adverbials (e.g., adverbs, adverb phrases, prepositional phrases) to provide details (e.g., time, manner, place, cause) about a familiar activity or process.",2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,7e2db8b7-c61f-4136-8343-9e0d2caabf56,15ceb8d9-d0a1-479c-a538-fc53b791a49c,4,'13303519002003002000,II.B.5.EX.,Knowledge of Language,Expanding,2012,
CA,8,English Language Learners,15ceb8d9-d0a1-479c-a538-fc53b791a49c,d895a0de-1bfc-43b0-b88f-7884f4ba5491,5,'13303519002003002001,II.B.5.EX.b.,Knowledge of Language,"Expand sentences with adverbials (e.g., adverbs, adverb phrases, prepositional phrases) to provide details (e.g., time, manner, place, cause) about a familiar or new activity or process.",2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,7e2db8b7-c61f-4136-8343-9e0d2caabf56,93ed6bde-5990-462b-a537-56bec876f2bb,4,'13303519002003003000,II.B.5.B.,Knowledge of Language,Bridging,2012,
CA,8,English Language Learners,93ed6bde-5990-462b-a537-56bec876f2bb,68de6484-ca77-4ffa-a931-c9a42b25af28,5,'13303519002003003001,II.B.5.B.c.,Knowledge of Language,"Expand sentences with increasingly complex adverbials (e.g., adverbs, adverb phrases and clauses, prepositional phrases) to provide details (e.g., time, manner, place, cause) about a variety of familiar and new activities and processes.",2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,a62ca3ba-4e1d-4df6-b51f-d409e6d9ef78,4a86c6e5-f4c3-4f58-ba14-7bf470d24c68,2,'13303519003000000000,II.C.,Knowledge of Language,Connecting and Condensing Ideas,2012,
CA,8,English Language Learners,4a86c6e5-f4c3-4f58-ba14-7bf470d24c68,1cdcabe9-a2aa-40c9-9643-936a58259559,3,'13303519003001000000,II.C.6.,Knowledge of Language,Connecting ideas,2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,1cdcabe9-a2aa-40c9-9643-936a58259559,0bbe54c2-0964-409a-8a99-a55a52840ce7,4,'13303519003001001000,II.C.6.EM.,Knowledge of Language,Emerging,2012,
CA,8,English Language Learners,0bbe54c2-0964-409a-8a99-a55a52840ce7,205c5b08-2343-49ea-ad4d-ebb169b02a85,5,'13303519003001001001,II.C.6.EM.a.,Knowledge of Language,"Combine clauses in a few basic ways to make connections between and join ideas (e.g., creating compound sentences using and, but, so; creating complex sentences using because).",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,1cdcabe9-a2aa-40c9-9643-936a58259559,51f879c8-8b0d-484b-9251-c90ca8218751,4,'13303519003001002000,II.C.6.EX.,Knowledge of Language,Expanding,2012,
CA,8,English Language Learners,51f879c8-8b0d-484b-9251-c90ca8218751,bca2a94a-c088-408c-8c30-29ecf86c29f0,5,'13303519003001002001,II.C.6.EX.a.,Knowledge of Language,"Combine clauses in an increasing variety of ways (e.g., creating compound and complex sentences) to make connections between and join ideas, for example, to express a reason (e.g., He stayed at home on Sunday to study for Monday’s exam.) or to make a concession (e.g., She studied all night even though she wasn’t feeling well.).",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,1cdcabe9-a2aa-40c9-9643-936a58259559,c668bf8b-1c17-4654-b451-9cf797fc39cd,4,'13303519003001003000,II.C.6.B.,Knowledge of Language,Bridging,2012,
CA,8,English Language Learners,c668bf8b-1c17-4654-b451-9cf797fc39cd,198f4973-be37-42d6-97cd-6f08d215b119,5,'13303519003001003001,II.C.6.B.a.,Knowledge of Language,"Combine clauses in a wide variety of ways (e.g., creating compound and complex sentences, and compound_complex sentences) to make connections between and join ideas, for example, to show the relationship between multiple events or ideas (e.g., After eating lunch, the students worked in groups while their teacher walked around the room.) or to evaluate an argument (e.g., The author claims X, although there is a lack of evidence to support this claim.).",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,4a86c6e5-f4c3-4f58-ba14-7bf470d24c68,c5e8bdf2-5802-4206-b213-10f7c3d6478f,3,'13303519003002000000,II.C.7.,Knowledge of Language,Condensing ideas,2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,c5e8bdf2-5802-4206-b213-10f7c3d6478f,88982ee6-1e65-4272-a3a6-573cf1110447,4,'13303519003002001000,II.C.7.EM.,Knowledge of Language,Emerging,2012,
CA,8,English Language Learners,88982ee6-1e65-4272-a3a6-573cf1110447,08ee67ae-3655-43f6-9106-d9ad9eba02e9,5,'13303519003002001001,II.C.7.EM.a.,Knowledge of Language,"Condense ideas in simple ways (e.g., by compounding verbs, adding prepositional phrases, or through simple embedded clauses or other ways of condensing as in, This is a story about a girl. The girl changed the world. -> This is a story about a girl who changed the world.) to create precise and detailed sentences.",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,c5e8bdf2-5802-4206-b213-10f7c3d6478f,d5215377-11b5-4ae5-bcb9-2e5f6f801a35,4,'13303519003002002000,II.C.7.EX.,Knowledge of Language,Expanding,2012,
CA,8,English Language Learners,d5215377-11b5-4ae5-bcb9-2e5f6f801a35,355775bd-8da2-4248-b8ec-0b535972cc70,5,'13303519003002002001,II.C.7.EX.a.,Knowledge of Language,"Condense ideas in an increasing variety of ways (e.g., through various types of embedded clauses and other ways of condensing, as in, Organic vegetables are food. They’re made without chemical fertilizers. They’re made without chemical insecticides. -> Organic vegetables are foods that are made without chemical fertilizers or insecticides.) to create precise and detailed sentences.",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,c5e8bdf2-5802-4206-b213-10f7c3d6478f,2d1a305d-219e-4c37-b788-6d4fd329dbf2,4,'13303519003002003000,II.C.7.B.,Knowledge of Language,Bridging,2012,
CA,8,English Language Learners,2d1a305d-219e-4c37-b788-6d4fd329dbf2,f5718bd1-49df-4715-9c64-b3680740325e,5,'13303519003002003001,II.C.7.B.a.,Knowledge of Language,"Condense ideas in a variety of ways (e.g., through various types of embedded clauses, ways of condensing, and nominalization as in, They destroyed the rainforest. Lots of animals died. -> The destruction of the rainforest led to the death of many animals.) to create precise and detailed sentences.",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,0,feb44e0d-aa9e-4f50-b02c-490f3ac3e533,1,'13303520000000000000,CA.III.,Text and Discourse,Part III: Using Foundational Literacy Skills,2012,
CA,8,English Language Learners,feb44e0d-aa9e-4f50-b02c-490f3ac3e533,752150ff-0272-43ae-83d5-5b63d593cc7b,2,'13303520001000000000,III.A.,Text and Discourse,Foundational Literacy Skills:,2012,
CA,8,English Language Learners,752150ff-0272-43ae-83d5-5b63d593cc7b,63d737eb-29f7-41bc-8a10-25ea5ddf1738,3,'13303520001001000000,III.A.1.,Text and Discourse,Literacy in an Alphabetic Writing System,2012,
CA,8,English Language Learners,63d737eb-29f7-41bc-8a10-25ea5ddf1738,41b2a475-41ea-41e1-a9c9-9346a08b79da,4,'13303520001001001000,III.A.1.a.,Text and Discourse,Print concepts,2012,
CA,8,English Language Learners,63d737eb-29f7-41bc-8a10-25ea5ddf1738,6dedf7d0-800e-44ac-a20a-793f5adf6680,4,'13303520001001002000,III.A.1.b.,Text and Discourse,Phonological awareness,2012,
CA,8,English Language Learners,63d737eb-29f7-41bc-8a10-25ea5ddf1738,eec35015-6b1d-4686-b338-10515e47f454,4,'13303520001001003000,III.A.1.c.,Text and Discourse,Phonics & word recognition,2012,
CA,8,English Language Learners,63d737eb-29f7-41bc-8a10-25ea5ddf1738,19782af5-8ee2-47a3-9d45-d5c56662050a,4,'13303520001001004000,III.A.1.d.,Text and Discourse,Fluency,2012,
CA,9,English Language Learners,0,c970ce58-fa0a-44d0-b576-78ac294e97f2,1,'13303521000000000000,CA.I.,Mode of Communication,Part I: Interacting in Meaningful Ways,2012,
CA,9,English Language Learners,c970ce58-fa0a-44d0-b576-78ac294e97f2,a2379959-f8d3-48c9-9864-699862569ef8,2,'13303521001000000000,I.A.,Mode of Communication,Collaborative,2012,
CA,9,English Language Learners,a2379959-f8d3-48c9-9864-699862569ef8,719b1652-ecec-47a9-ac9a-fc523bb31646,3,'13303521001001000000,I.A.1.,Mode of Communication,Exchanging information and ideas with others through oral collaborative discussions on a range of social and academic topic,2012,"SL.9–10.1, SL.9–10.6, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,719b1652-ecec-47a9-ac9a-fc523bb31646,65bd06fc-8a7d-447b-97f4-919fa6aa7a89,4,'13303521001001001000,I.A.1.EM.,Mode of Communication,Emerging,2012,
CA,9,English Language Learners,65bd06fc-8a7d-447b-97f4-919fa6aa7a89,8c1f7236-936d-48c4-a083-42c3998c6f64,5,'13303521001001001001,I.A.1.EM.a.,Mode of Communication,Engage in conversational exchanges and express ideas on familiar current events and academic topics by asking and answering yes_no questions and wh_ questions and responding using phrases and short sentences.,2012,"SL.9–10.1, SL.9–10.6, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,719b1652-ecec-47a9-ac9a-fc523bb31646,8daefa6b-07d2-43fc-b385-6e1fb8d59b8d,4,'13303521001001002000,I.A.1.EX.,Mode of Communication,Expanding,2012,
CA,9,English Language Learners,8daefa6b-07d2-43fc-b385-6e1fb8d59b8d,105b8a04-b190-4b06-8645-99655479498a,5,'13303521001001002001,I.A.1.EX.a.,Mode of Communication,"Contribute to class, group, and partner discussions, sustaining conversations on a variety of age and grade_appropriate academic topics by following turn_taking rules, asking and answering relevant, on_topic questions, affirming others, providing additional, relevant information, and paraphrasing key ideas.",2012,"SL.9–10.1, SL.9–10.6, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,719b1652-ecec-47a9-ac9a-fc523bb31646,bc6e7a8f-3cd6-468b-8ab1-00c6067aee4d,4,'13303521001001003000,I.A.1.B.,Mode of Communication,Bridging,2012,
CA,9,English Language Learners,bc6e7a8f-3cd6-468b-8ab1-00c6067aee4d,5ef616f5-f0f6-4c95-b244-d885e04cfceb,5,'13303521001001003001,I.A.1.B.a.,Mode of Communication,"Contribute to class, group, and partner discussions, sustaining conversations on a variety of age and grade_appropriate academic topics by following turn_taking rules, asking and answering relevant, on_topic questions, affirming others, and providing coherent and well_articulated comments and additional information.",2012,"SL.9–10.1, SL.9–10.6, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,a2379959-f8d3-48c9-9864-699862569ef8,96ec4296-3504-463a-91ce-f34e932dbb6e,3,'13303521001002000000,I.A.2.,Mode of Communication,"Interacting with others in written English in various communicative forms (print, communicative technology, and multimedia)",2012,"W.9–10.6, WHST.9–10.6, SL.9–10.2, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,96ec4296-3504-463a-91ce-f34e932dbb6e,285aadda-9bb5-428d-9fb8-f23ad18fb5b7,4,'13303521001002001000,I.A.2.EM.,Mode of Communication,Emerging,2012,
CA,9,English Language Learners,285aadda-9bb5-428d-9fb8-f23ad18fb5b7,f2b3a41d-97e8-4d0f-91ad-7e9ca58fd7af,5,'13303521001002001001,I.A.2.EM.a.,Mode of Communication,"Collaborate with peers to engage in short, grade_appropriate written exchanges and writing projects, using technology as appropriate.",2012,"W.9–10.6, WHST.9–10.6, SL.9–10.2, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,96ec4296-3504-463a-91ce-f34e932dbb6e,13c7ce3e-1410-4ed1-8414-37783e44128f,4,'13303521001002002000,I.A.2.EX.,Mode of Communication,Expanding,2012,
CA,9,English Language Learners,13c7ce3e-1410-4ed1-8414-37783e44128f,af46e0fe-e14a-4e96-bc65-288294644807,5,'13303521001002002001,I.A.2.EX.a.,Mode of Communication,"Collaborate with peers to engage in increasingly complex grade_appropriate written exchanges and writing projects, using technology as appropriate.",2012,"W.9–10.6, WHST.9–10.6, SL.9–10.2, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,96ec4296-3504-463a-91ce-f34e932dbb6e,95162b4f-b452-46d9-8d33-a03e8b11c2a9,4,'13303521001002003000,I.A.2.B.,Mode of Communication,Bridging,2012,
CA,9,English Language Learners,95162b4f-b452-46d9-8d33-a03e8b11c2a9,ed289b97-d90e-496c-97b8-5f27a38a2753,5,'13303521001002003001,I.A.2.B.a.,Mode of Communication,"Collaborate with peers to engage in a variety of extended written exchanges and complex grade_appropriate writing projects, using technology as appropriate.",2012,"W.9–10.6, WHST.9–10.6, SL.9–10.2, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,a2379959-f8d3-48c9-9864-699862569ef8,88922f83-a195-498a-85d4-ac7f0a7d7aa0,3,'13303521001003000000,I.A.3.,Mode of Communication,"Offering and justifying opinions, negotiating with and persuading others in communicative exchanges",2012,"W.9–10.1, WHST.9–10.1, SL.9–10.1, SL.9–10.4, SL.9–10.6, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,88922f83-a195-498a-85d4-ac7f0a7d7aa0,b29c099a-5f37-47fb-b8cd-a303b77f73c8,4,'13303521001003001000,I.A.3.EM.,Mode of Communication,Emerging,2012,
CA,9,English Language Learners,b29c099a-5f37-47fb-b8cd-a303b77f73c8,f380805a-a0a5-4945-9fc5-5ba222bf3ad6,5,'13303521001003001001,I.A.3.EM.a.,Mode of Communication,"Negotiate with or persuade others in conversations using learned phrases (e.g., Would you say that again? I think . . .), as well as open responses to express and defend opinions.",2012,"W.9–10.1, WHST.9–10.1, SL.9–10.1, SL.9–10.4, SL.9–10.6, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,88922f83-a195-498a-85d4-ac7f0a7d7aa0,8d2c625d-dde3-4d53-ab76-3c9c908c877a,4,'13303521001003002000,I.A.3.EX.,Mode of Communication,Expanding,2012,
CA,9,English Language Learners,8d2c625d-dde3-4d53-ab76-3c9c908c877a,807a1f65-c5ac-4820-ade9-027b0e6727c2,5,'13303521001003002001,I.A.3.EX.a.,Mode of Communication,"Negotiate with or persuade others in conversations (e.g., to provide counter_arguments) using a growing number of learned phrases (I see your point, but . . .) and open responses to express and defend nuanced opinions.",2012,"W.9–10.1, WHST.9–10.1, SL.9–10.1, SL.9–10.4, SL.9–10.6, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,88922f83-a195-498a-85d4-ac7f0a7d7aa0,56dd8b3f-04c2-4804-a01d-be4f6afd8885,4,'13303521001003003000,I.A.3.B.,Mode of Communication,Bridging,2012,
CA,9,English Language Learners,56dd8b3f-04c2-4804-a01d-be4f6afd8885,5da67340-ed98-450b-aa07-21a18fb6b229,5,'13303521001003003001,I.A.3.B.a.,Mode of Communication,"Negotiate with or persuade others in conversations in appropriate registers (e.g., to acknowledge new information in an academic conversation but then politely offer a counterpoint) using a variety of learned phrases, indirect reported speech (e.g., I heard you say X, and I haven’t thought about that before. However . . .), and open responses to express and defend nuanced opinions.",2012,"W.9–10.1, WHST.9–10.1, SL.9–10.1, SL.9–10.4, SL.9–10.6, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,a2379959-f8d3-48c9-9864-699862569ef8,67f3503d-8261-4f2a-a0a1-2541858221af,3,'13303521001004000000,I.A.4.,Mode of Communication,"Adapting language choices to various contexts (based on task, purpose, audience, and text type)",2012,"W.9–10.4, W.9–10.5, WHST.9–10.4, WHST.9–10.5, SL.9–10.6, L.9–10.1, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,67f3503d-8261-4f2a-a0a1-2541858221af,5c730720-1f1c-479f-a995-33e808bdfced,4,'13303521001004001000,I.A.4.EM.,Mode of Communication,Emerging,2012,
CA,9,English Language Learners,5c730720-1f1c-479f-a995-33e808bdfced,ffa93779-e0e7-4bea-b584-36b6f77bdd2a,5,'13303521001004001001,I.A.4.EM.a.,Mode of Communication,"Adjust language choices according to the context (e.g., classroom, community) and audience (e.g., peers, teachers).",2012,"W.9–10.4, W.9–10.5, WHST.9–10.4, WHST.9–10.5, SL.9–10.6, L.9–10.1, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,67f3503d-8261-4f2a-a0a1-2541858221af,44ff273c-92bc-4c59-960e-c233acfbbaac,4,'13303521001004002000,I.A.4.EX.,Mode of Communication,Expanding,2012,
CA,9,English Language Learners,44ff273c-92bc-4c59-960e-c233acfbbaac,a5411b62-9a1e-4671-93e1-560a44cf687d,5,'13303521001004002001,I.A.4.EX.a.,Mode of Communication,"Adjust language choices according to the context (e.g., classroom, community), purpose (e.g., to persuade, to provide arguments or counter_arguments), task, and audience (e.g., peers, teachers, guest lecturer).",2012,"W.9–10.4, W.9–10.5, WHST.9–10.4, WHST.9–10.5, SL.9–10.6, L.9–10.1, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,67f3503d-8261-4f2a-a0a1-2541858221af,7bf300eb-2739-42e6-af12-665433021e34,4,'13303521001004003000,I.A.4.B.,Mode of Communication,Bridging,2012,
CA,9,English Language Learners,7bf300eb-2739-42e6-af12-665433021e34,e63e217c-79b5-4caf-ad02-850be5e3823c,5,'13303521001004003001,I.A.4.B.a.,Mode of Communication,"Adjust language choices according to the task (e.g., group presentation of research project), context (e.g., classroom, community), purpose (e.g., to persuade, to provide arguments or counter_arguments), and audience (e.g., peers, teachers, college recruiter).",2012,"W.9–10.4, W.9–10.5, WHST.9–10.4, WHST.9–10.5, SL.9–10.6, L.9–10.1, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,c970ce58-fa0a-44d0-b576-78ac294e97f2,e40e10e1-f5aa-401c-ba67-67b10677fc32,2,'13303521002000000000,I.B.,Mode of Communication,Interpretive,2012,
CA,9,English Language Learners,e40e10e1-f5aa-401c-ba67-67b10677fc32,be58442c-229b-462d-b0f9-63d6bfb4c38c,3,'13303521002001000000,I.B.5.,Mode of Communication,Listening actively to spoken English in a range of social and academic contexts,2012,"SL.9–10.1, SL.9–10.3, SL.9–10.6, L.9–10.1, L.9–10.3, L.9–10.6"
CA,9,English Language Learners,be58442c-229b-462d-b0f9-63d6bfb4c38c,94c4c450-39cf-4cb8-af3a-b14cdd2b65b0,4,'13303521002001001000,I.B.5.EM.,Mode of Communication,Emerging,2012,
